Time	EEG_Fp1	EEG_Fp2	PPG
오후 1:49:49.829 	0.000076	0.000044	0.000912
오후 1:49:49.832 	0.000061	0.000027	0.000912
오후 1:49:49.832 	0.000059	0.000021	0.000912
오후 1:49:49.835 	0.000065	0.000029	0.000912
오후 1:49:49.835 	0.000075	0.000029	0.000912
오후 1:49:49.837 	0.000087	0.000038	0.000912
오후 1:49:49.837 	0.000059	0.000018	0.000912
오후 1:49:49.859 	0.000057	0.000011	0.000912
오후 1:49:49.859 	0.000075	0.000027	0.000912
오후 1:49:49.861 	0.000089	0.000037	0.000912
오후 1:49:49.861 	0.000083	0.000033	0.000912
오후 1:49:49.864 	0.000059	0.000013	0.000912
오후 1:49:49.864 	0.000059	0.000013	0.000912
오후 1:49:49.867 	0.000084	0.000043	0.000912
오후 1:49:49.867 	0.000069	0.000014	0.000912
오후 1:49:49.890 	0.000050	0.000008	0.000912
오후 1:49:49.890 	0.000054	0.000006	0.000912
오후 1:49:49.894 	0.000065	0.000028	0.000912
오후 1:49:49.894 	0.000081	0.000037	0.000912
오후 1:49:49.896 	0.000068	0.000021	0.000912
오후 1:49:49.896 	0.000059	0.000005	0.000912
오후 1:49:49.899 	0.000076	0.000020	0.000912
오후 1:49:49.899 	0.000082	0.000025	0.000912
오후 1:49:49.909 	0.000072	0.000017	0.000912
오후 1:49:49.909 	0.000058	0.000003	0.000912
오후 1:49:49.944 	0.000053	0.000011	0.000912
오후 1:49:49.944 	0.000074	0.000030	0.000912
오후 1:49:49.946 	0.000051	0.000014	0.000912
오후 1:49:49.946 	0.000045	0.000014	0.000912
오후 1:49:49.949 	0.000078	0.000037	0.000912
오후 1:49:49.949 	0.000073	0.000025	0.000912
오후 1:49:49.952 	0.000068	0.000024	0.000912
오후 1:49:49.952 	0.000066	0.000022	0.000912
오후 1:49:49.973 	0.000069	0.000020	0.000912
오후 1:49:49.973 	0.000080	0.000035	0.000912
오후 1:49:49.975 	0.000092	0.000042	0.000912
오후 1:49:49.975 	0.000078	0.000039	0.000912
오후 1:49:49.977 	0.000059	0.000018	0.000912
오후 1:49:49.977 	0.000061	0.000029	0.000912
오후 1:49:49.980 	0.000072	0.000042	0.000912
오후 1:49:49.980 	0.000074	0.000032	0.000912
오후 1:49:49.983 	0.000081	0.000045	0.000912
오후 1:49:49.983 	0.000056	0.000030	0.000912
오후 1:49:49.994 	0.000071	0.000045	0.000912
오후 1:49:49.994 	0.000070	0.000035	0.000912
오후 1:49:50.028 	0.000047	0.000019	0.000912
오후 1:49:50.028 	0.000045	0.000033	0.000912
오후 1:49:50.031 	0.000068	0.000044	0.000912
오후 1:49:50.031 	0.000068	0.000046	0.000912
오후 1:49:50.035 	0.000034	0.000017	0.000912
오후 1:49:50.035 	0.000048	0.000038	0.000912
오후 1:49:50.038 	0.000050	0.000046	0.000912
오후 1:49:50.038 	0.000061	0.000052	0.000912
오후 1:49:50.059 	0.000043	0.000055	0.000912
오후 1:49:50.059 	0.000045	0.000041	0.000912
오후 1:49:50.062 	0.000047	0.000039	0.000912
오후 1:49:50.062 	0.000069	0.000053	0.000912
오후 1:49:50.064 	0.000050	0.000034	0.000912
오후 1:49:50.064 	0.000056	0.000044	0.000912
오후 1:49:50.066 	0.000055	0.000043	0.000912
오후 1:49:50.066 	0.000050	0.000034	0.000912
오후 1:49:50.109 	0.000042	0.000029	0.000912
오후 1:49:50.109 	0.000034	0.000032	0.000912
오후 1:49:50.111 	0.000050	0.000038	0.000912
오후 1:49:50.111 	0.000059	0.000042	0.000912
오후 1:49:50.114 	0.000059	0.000046	0.000912
오후 1:49:50.114 	0.000042	0.000035	0.000912
오후 1:49:50.116 	0.000051	0.000049	0.000912
오후 1:49:50.116 	0.000065	0.000054	0.000912
오후 1:49:50.118 	0.000055	0.000042	0.000912
오후 1:49:50.118 	0.000033	0.000016	0.000912
오후 1:49:50.155 	0.000035	0.000021	0.000912
오후 1:49:50.155 	0.000061	0.000042	0.000912
오후 1:49:50.158 	0.000047	0.000035	0.000912
오후 1:49:50.158 	0.000038	0.000029	0.000912
오후 1:49:50.160 	0.000034	0.000027	0.000912
오후 1:49:50.160 	0.000034	0.000030	0.000912
오후 1:49:50.162 	0.000047	0.000044	0.000912
오후 1:49:50.162 	0.000071	0.000064	0.000912
오후 1:49:50.164 	0.000034	0.000033	0.000912
오후 1:49:50.164 	0.000038	0.000044	0.000912
오후 1:49:50.190 	0.000059	0.000054	0.000912
오후 1:49:50.190 	0.000060	0.000053	0.000912
오후 1:49:50.191 	0.000030	0.000031	0.000912
오후 1:49:50.191 	0.000039	0.000035	0.000912
오후 1:49:50.194 	0.000059	0.000045	0.000912
오후 1:49:50.194 	0.000051	0.000044	0.000912
오후 1:49:50.197 	0.000042	0.000034	0.000912
오후 1:49:50.197 	0.000034	0.000034	0.000912
오후 1:49:50.206 	0.000034	0.000030	0.000912
오후 1:49:50.206 	0.000060	0.000058	0.000912
오후 1:49:50.242 	0.000044	0.000043	0.000912
오후 1:49:50.242 	0.000021	0.000025	0.000912
오후 1:49:50.244 	0.000042	0.000045	0.000912
오후 1:49:50.244 	0.000043	0.000038	0.000912
오후 1:49:50.247 	0.000054	0.000049	0.000912
오후 1:49:50.247 	0.000057	0.000050	0.000912
오후 1:49:50.249 	0.000080	0.000061	0.000912
오후 1:49:50.249 	0.000064	0.000046	0.000912
오후 1:49:50.272 	0.000061	0.000050	0.000912
오후 1:49:50.272 	0.000061	0.000052	0.000912
오후 1:49:50.274 	0.000054	0.000044	0.000912
오후 1:49:50.274 	0.000063	0.000054	0.000912
오후 1:49:50.276 	0.000058	0.000061	0.000912
오후 1:49:50.276 	0.000055	0.000053	0.000912
오후 1:49:50.279 	0.000052	0.000037	0.000912
오후 1:49:50.279 	0.000050	0.000050	0.000912
오후 1:49:50.310 	0.000072	0.000055	0.000912
오후 1:49:50.310 	0.000085	0.000061	0.000912
오후 1:49:50.314 	0.000050	0.000029	0.000912
오후 1:49:50.314 	0.000067	0.000041	0.000912
오후 1:49:50.320 	0.000075	0.000055	0.000912
오후 1:49:50.320 	0.000076	0.000064	0.000912
오후 1:49:50.324 	0.000063	0.000043	0.000912
오후 1:49:50.324 	0.000048	0.000040	0.000912
오후 1:49:50.328 	0.000082	0.000073	0.000912
오후 1:49:50.328 	0.000090	0.000073	0.000912
오후 1:49:50.331 	0.000078	0.000058	0.000912
오후 1:49:50.331 	0.000054	0.000040	0.000912
오후 1:49:50.359 	0.000076	0.000068	0.000912
오후 1:49:50.359 	0.000067	0.000061	0.000912
오후 1:49:50.363 	0.000057	0.000051	0.000912
오후 1:49:50.363 	0.000052	0.000037	0.000912
오후 1:49:50.366 	0.000065	0.000047	0.000912
오후 1:49:50.366 	0.000086	0.000066	0.000912
오후 1:49:50.396 	0.000068	0.000037	0.000912
오후 1:49:50.396 	0.000069	0.000046	0.000912
오후 1:49:50.399 	0.000076	0.000052	0.000912
오후 1:49:50.399 	0.000083	0.000060	0.000912
오후 1:49:50.438 	0.000066	0.000049	0.000912
오후 1:49:50.438 	0.000074	0.000051	0.000912
오후 1:49:50.440 	0.000059	0.000045	0.000912
오후 1:49:50.440 	0.000065	0.000049	0.000912
오후 1:49:50.443 	0.000088	0.000063	0.000912
오후 1:49:50.443 	0.000097	0.000072	0.000912
오후 1:49:50.445 	0.000072	0.000044	0.000912
오후 1:49:50.445 	0.000091	0.000067	0.000912
오후 1:49:50.447 	0.000090	0.000075	0.000912
오후 1:49:50.447 	0.000056	0.000029	0.000912
오후 1:49:50.482 	0.000094	0.000068	0.000912
오후 1:49:50.482 	0.000072	0.000042	0.000912
오후 1:49:50.486 	0.000078	0.000047	0.000912
오후 1:49:50.486 	0.000064	0.000039	0.000912
오후 1:49:50.488 	0.000063	0.000035	0.000912
오후 1:49:50.488 	0.000074	0.000040	0.000912
오후 1:49:50.491 	0.000087	0.000054	0.000912
오후 1:49:50.491 	0.000070	0.000040	0.000912
오후 1:49:50.529 	0.000048	0.000018	0.000912
오후 1:49:50.529 	0.000059	0.000034	0.000912
오후 1:49:50.532 	0.000090	0.000059	0.000912
오후 1:49:50.532 	0.000085	0.000057	0.000912
오후 1:49:50.535 	0.000069	0.000051	0.000912
오후 1:49:50.535 	0.000063	0.000055	0.000912
오후 1:49:50.538 	0.000084	0.000058	0.000912
오후 1:49:50.538 	0.000082	0.000049	0.000912
오후 1:49:50.572 	0.000063	0.000036	0.000912
오후 1:49:50.572 	0.000055	0.000039	0.000912
오후 1:49:50.575 	0.000087	0.000067	0.000912
오후 1:49:50.575 	0.000103	0.000075	0.000912
오후 1:49:50.578 	0.000057	0.000033	0.000912
오후 1:49:50.578 	0.000075	0.000051	0.000912
오후 1:49:50.581 	0.000090	0.000062	0.000912
오후 1:49:50.581 	0.000074	0.000056	0.000912
오후 1:49:50.600 	0.000076	0.000058	0.000912
오후 1:49:50.600 	0.000082	0.000057	0.000912
오후 1:49:50.604 	0.000072	0.000049	0.000912
오후 1:49:50.604 	0.000093	0.000071	0.000912
오후 1:49:50.607 	0.000103	0.000063	0.000912
오후 1:49:50.607 	0.000100	0.000068	0.000912
오후 1:49:50.609 	0.000101	0.000063	0.000912
오후 1:49:50.609 	0.000085	0.000049	0.000912
오후 1:49:50.631 	0.000096	0.000058	0.000912
오후 1:49:50.631 	0.000047	0.000009	0.000912
오후 1:49:50.634 	0.000093	0.000061	0.000912
오후 1:49:50.634 	0.000059	0.000027	0.000912
오후 1:49:50.637 	0.000075	0.000046	0.000912
오후 1:49:50.637 	0.000080	0.000055	0.000912
오후 1:49:50.639 	0.000065	0.000032	0.000912
오후 1:49:50.639 	0.000075	0.000032	0.000912
오후 1:49:50.640 	0.000091	0.000051	0.000912
오후 1:49:50.640 	0.000130	0.000083	0.000912
오후 1:49:50.660 	0.000104	0.000059	0.000912
오후 1:49:50.660 	0.000093	0.000030	0.000912
오후 1:49:50.664 	0.000118	0.000063	0.000912
오후 1:49:50.664 	0.000142	0.000071	0.000912
오후 1:49:50.665 	0.000152	0.000080	0.000912
오후 1:49:50.665 	0.000160	0.000074	0.000912
오후 1:49:50.670 	0.000161	0.000089	0.000912
오후 1:49:50.670 	0.000173	0.000104	0.000912
오후 1:49:50.671 	0.000163	0.000091	0.000912
오후 1:49:50.671 	0.000157	0.000077	0.000912
오후 1:49:50.698 	0.000173	0.000085	0.000912
오후 1:49:50.698 	0.000211	0.000124	0.000912
오후 1:49:50.701 	0.000199	0.000111	0.000912
오후 1:49:50.701 	0.000221	0.000129	0.000912
오후 1:49:50.704 	0.000225	0.000131	0.000912
오후 1:49:50.704 	0.000218	0.000129	0.000912
오후 1:49:50.707 	0.000240	0.000152	0.000912
오후 1:49:50.707 	0.000208	0.000116	0.000912
오후 1:49:50.731 	0.000193	0.000113	0.000912
오후 1:49:50.731 	0.000215	0.000133	0.000912
오후 1:49:50.733 	0.000223	0.000139	0.000912
오후 1:49:50.733 	0.000219	0.000132	0.000912
오후 1:49:50.736 	0.000205	0.000121	0.000912
오후 1:49:50.736 	0.000212	0.000127	0.000912
오후 1:49:50.738 	0.000215	0.000134	0.000912
오후 1:49:50.738 	0.000215	0.000131	0.000912
오후 1:49:50.740 	0.000169	0.000090	0.000912
오후 1:49:50.740 	0.000189	0.000113	0.000912
오후 1:49:50.766 	0.000195	0.000127	0.000912
오후 1:49:50.766 	0.000197	0.000116	0.000912
오후 1:49:50.771 	0.000168	0.000096	0.000912
오후 1:49:50.771 	0.000176	0.000100	0.000912
오후 1:49:50.773 	0.000182	0.000107	0.000912
오후 1:49:50.773 	0.000188	0.000110	0.000912
오후 1:49:50.822 	0.000160	0.000075	0.000912
오후 1:49:50.822 	0.000160	0.000074	0.000912
오후 1:49:50.862 	0.000156	0.000078	0.000912
오후 1:49:50.862 	0.000156	0.000080	0.000912
오후 1:49:50.865 	0.000126	0.000050	0.000912
오후 1:49:50.865 	0.000147	0.000063	0.000912
오후 1:49:50.867 	0.000140	0.000068	0.000912
오후 1:49:50.867 	0.000107	0.000043	0.000912
오후 1:49:50.871 	0.000112	0.000055	0.000912
오후 1:49:50.871 	0.000124	0.000064	0.000912
오후 1:49:50.897 	0.000138	0.000078	0.000912
오후 1:49:50.897 	0.000134	0.000069	0.000912
오후 1:49:50.899 	0.000125	0.000074	0.000912
오후 1:49:50.899 	0.000111	0.000044	0.000912
오후 1:49:50.902 	0.000127	0.000060	0.000912
오후 1:49:50.902 	0.000136	0.000062	0.000912
오후 1:49:50.907 	0.000121	0.000059	0.000912
오후 1:49:50.907 	0.000099	0.000041	0.000912
오후 1:49:50.939 	0.000122	0.000063	0.000912
오후 1:49:50.939 	0.000128	0.000058	0.000912
오후 1:49:50.942 	0.000123	0.000055	0.000912
오후 1:49:50.942 	0.000117	0.000062	0.000912
오후 1:49:50.944 	0.000127	0.000064	0.000912
오후 1:49:50.944 	0.000106	0.000046	0.000912
오후 1:49:50.947 	0.000117	0.000065	0.000912
오후 1:49:50.947 	0.000099	0.000048	0.000912
오후 1:49:50.970 	0.000110	0.000060	0.000912
오후 1:49:50.970 	0.000127	0.000079	0.000912
오후 1:49:50.972 	0.000126	0.000069	0.000912
오후 1:49:50.972 	0.000103	0.000050	0.000912
오후 1:49:50.975 	0.000090	0.000039	0.000912
오후 1:49:50.975 	0.000095	0.000044	0.000912
오후 1:49:50.977 	0.000096	0.000050	0.000912
오후 1:49:50.977 	0.000100	0.000055	0.000912
오후 1:49:50.980 	0.000065	0.000024	0.000912
오후 1:49:50.980 	0.000114	0.000080	0.000912
오후 1:49:51.001 	0.000097	0.000062	0.000912
오후 1:49:51.001 	0.000077	0.000037	0.000912
오후 1:49:51.004 	0.000065	0.000030	0.000912
오후 1:49:51.004 	0.000046	0.000016	0.000912
오후 1:49:51.006 	0.000093	0.000066	0.000912
오후 1:49:51.006 	0.000097	0.000068	0.000912
오후 1:49:51.009 	0.000074	0.000043	0.000912
오후 1:49:51.009 	0.000056	0.000029	0.000912
오후 1:49:51.030 	0.000074	0.000042	0.000912
오후 1:49:51.030 	0.000080	0.000051	0.000912
오후 1:49:51.035 	0.000098	0.000061	0.000912
오후 1:49:51.035 	0.000097	0.000044	0.000912
오후 1:49:51.039 	0.000072	0.000028	0.000912
오후 1:49:51.039 	0.000101	0.000057	0.000912
오후 1:49:51.059 	0.000073	0.000038	0.000912
오후 1:49:51.059 	0.000064	0.000032	0.000912
오후 1:49:51.062 	0.000055	0.000030	0.000912
오후 1:49:51.062 	0.000064	0.000027	0.000912
오후 1:49:51.064 	0.000075	0.000046	0.000912
오후 1:49:51.064 	0.000043	0.000028	0.000912
오후 1:49:51.066 	0.000038	0.000020	0.000912
오후 1:49:51.066 	0.000062	0.000045	0.000912
오후 1:49:51.070 	0.000065	0.000048	0.000912
오후 1:49:51.070 	0.000051	0.000029	0.000912
오후 1:49:51.092 	0.000042	0.000026	0.000912
오후 1:49:51.092 	0.000063	0.000047	0.000912
오후 1:49:51.094 	0.000053	0.000050	0.000912
오후 1:49:51.094 	0.000035	0.000034	0.000912
오후 1:49:51.097 	0.000034	0.000032	0.000912
오후 1:49:51.097 	0.000034	0.000027	0.000912
오후 1:49:51.100 	0.000042	0.000042	0.000912
오후 1:49:51.100 	0.000039	0.000038	0.000912
오후 1:49:51.109 	0.000030	0.000023	0.000912
오후 1:49:51.109 	0.000038	0.000026	0.000912
오후 1:49:51.144 	0.000055	0.000039	0.000912
오후 1:49:51.144 	0.000038	0.000022	0.000912
오후 1:49:51.147 	0.000024	0.000017	0.000912
오후 1:49:51.147 	0.000021	0.000015	0.000912
오후 1:49:51.149 	0.000030	0.000024	0.000912
오후 1:49:51.149 	0.000043	0.000030	0.000912
오후 1:49:51.153 	0.000020	0.000018	0.000912
오후 1:49:51.153 	0.000029	0.000012	0.000912
오후 1:49:51.173 	0.000054	0.000041	0.000912
오후 1:49:51.173 	0.000054	0.000040	0.000912
오후 1:49:51.175 	0.000051	0.000039	0.000912
오후 1:49:51.175 	0.000049	0.000032	0.000912
오후 1:49:51.179 	0.000059	0.000036	0.000912
오후 1:49:51.179 	0.000056	0.000032	0.000912
오후 1:49:51.181 	0.000071	0.000043	0.000912
오후 1:49:51.181 	0.000048	0.000037	0.000912
오후 1:49:51.206 	0.000037	0.000024	0.000912
오후 1:49:51.206 	0.000054	0.000053	0.000912
오후 1:49:51.209 	0.000057	0.000043	0.000912
오후 1:49:51.209 	0.000030	0.000017	0.000912
오후 1:49:51.211 	0.000027	0.000018	0.000912
오후 1:49:51.211 	0.000050	0.000036	0.000912
오후 1:49:51.214 	0.000070	0.000059	0.000912
오후 1:49:51.214 	0.000008	-0.000006	0.000912
오후 1:49:51.216 	0.000038	0.000035	0.000912
오후 1:49:51.216 	0.000072	0.000061	0.000912
오후 1:49:51.257 	0.000053	0.000038	0.000912
오후 1:49:51.257 	0.000041	0.000036	0.000912
오후 1:49:51.260 	0.000011	0.000004	0.000912
오후 1:49:51.260 	0.000041	0.000047	0.000912
오후 1:49:51.262 	0.000036	0.000037	0.000912
오후 1:49:51.262 	0.000030	0.000030	0.000912
오후 1:49:51.264 	0.000022	0.000015	0.000912
오후 1:49:51.264 	0.000031	0.000024	0.000912
오후 1:49:51.303 	0.000034	0.000026	0.000912
오후 1:49:51.303 	0.000018	0.000023	0.000912
오후 1:49:51.306 	0.000051	0.000061	0.000912
오후 1:49:51.306 	0.000026	0.000020	0.000912
오후 1:49:51.309 	0.000045	0.000042	0.000912
오후 1:49:51.309 	0.000046	0.000031	0.000912
오후 1:49:51.311 	0.000039	0.000028	0.000912
오후 1:49:51.311 	0.000048	0.000033	0.000912
오후 1:49:51.334 	0.000042	0.000021	0.000912
오후 1:49:51.334 	0.000048	0.000032	0.000912
오후 1:49:51.337 	0.000039	0.000022	0.000912
오후 1:49:51.337 	0.000017	-0.000004	0.000912
오후 1:49:51.340 	0.000004	-0.000005	0.000912
오후 1:49:51.340 	0.000044	0.000028	0.000912
오후 1:49:51.343 	0.000026	0.000010	0.000912
오후 1:49:51.343 	0.000016	0.000009	0.000912
오후 1:49:51.365 	0.000019	0.000007	0.000912
오후 1:49:51.365 	0.000029	0.000019	0.000912
오후 1:49:51.367 	0.000055	0.000043	0.000912
오후 1:49:51.367 	0.000031	0.000014	0.000912
오후 1:49:51.370 	0.000039	0.000031	0.000912
오후 1:49:51.370 	0.000053	0.000034	0.000912
오후 1:49:51.372 	0.000063	0.000054	0.000912
오후 1:49:51.372 	0.000058	0.000039	0.000912
오후 1:49:51.374 	0.000047	0.000025	0.000912
오후 1:49:51.374 	0.000050	0.000037	0.000912
오후 1:49:51.398 	0.000048	0.000039	0.000912
오후 1:49:51.398 	0.000044	0.000037	0.000912
오후 1:49:51.400 	0.000043	0.000025	0.000912
오후 1:49:51.400 	0.000045	0.000037	0.000912
오후 1:49:51.404 	0.000090	0.000056	0.000912
오후 1:49:51.404 	0.000051	0.000025	0.000912
오후 1:49:51.406 	0.000066	0.000050	0.000912
오후 1:49:51.406 	0.000046	0.000027	0.000912
오후 1:49:51.428 	0.000061	0.000040	0.000912
오후 1:49:51.428 	0.000089	0.000072	0.000912
오후 1:49:51.430 	0.000078	0.000058	0.000912
오후 1:49:51.430 	0.000068	0.000045	0.000912
오후 1:49:51.433 	0.000043	0.000005	0.000912
오후 1:49:51.433 	0.000081	0.000051	0.000912
오후 1:49:51.435 	0.000029	0.000008	0.000912
오후 1:49:51.435 	0.000066	0.000044	0.000912
오후 1:49:51.458 	0.000048	0.000030	0.000912
오후 1:49:51.458 	0.000072	0.000059	0.000912
오후 1:49:51.461 	0.000044	0.000031	0.000912
오후 1:49:51.461 	0.000032	0.000024	0.000912
오후 1:49:51.463 	0.000040	0.000033	0.000912
오후 1:49:51.463 	0.000054	0.000040	0.000912
오후 1:49:51.465 	0.000066	0.000038	0.000912
오후 1:49:51.465 	0.000023	-0.000009	0.000912
오후 1:49:51.468 	0.000034	0.000005	0.000912
오후 1:49:51.468 	0.000077	0.000051	0.000912
오후 1:49:51.510 	0.000067	0.000047	0.000912
오후 1:49:51.510 	0.000067	0.000051	0.000912
오후 1:49:51.513 	0.000066	0.000036	0.000912
오후 1:49:51.513 	0.000042	0.000020	0.000912
오후 1:49:51.516 	0.000044	0.000025	0.000912
오후 1:49:51.516 	0.000045	0.000026	0.000912
오후 1:49:51.519 	0.000024	0.000005	0.000912
오후 1:49:51.519 	0.000029	0.000008	0.000912
오후 1:49:51.562 	0.000059	0.000042	0.000912
오후 1:49:51.562 	0.000057	0.000047	0.000912
오후 1:49:51.568 	0.000046	0.000034	0.000912
오후 1:49:51.568 	0.000067	0.000065	0.000912
오후 1:49:51.571 	0.000059	0.000041	0.000912
오후 1:49:51.571 	0.000061	0.000048	0.000912
오후 1:49:51.600 	0.000059	0.000038	0.000912
오후 1:49:51.600 	0.000064	0.000044	0.000912
오후 1:49:51.604 	0.000031	0.000018	0.000912
오후 1:49:51.604 	0.000096	0.000071	0.000912
오후 1:49:51.606 	0.000056	0.000032	0.000912
오후 1:49:51.606 	0.000046	0.000019	0.000912
오후 1:49:51.609 	0.000052	0.000029	0.000912
오후 1:49:51.609 	0.000035	0.000007	0.000912
오후 1:49:51.634 	0.000036	0.000013	0.000912
오후 1:49:51.634 	0.000013	-0.000012	0.000912
오후 1:49:51.637 	0.000037	0.000022	0.000912
오후 1:49:51.637 	0.000051	0.000025	0.000912
오후 1:49:51.640 	0.000039	0.000024	0.000912
오후 1:49:51.640 	0.000048	0.000033	0.000912
오후 1:49:51.643 	0.000043	0.000019	0.000912
오후 1:49:51.643 	0.000075	0.000057	0.000912
오후 1:49:51.682 	0.000060	0.000031	0.000912
오후 1:49:51.682 	0.000059	0.000034	0.000912
오후 1:49:51.686 	0.000050	0.000028	0.000912
오후 1:49:51.686 	0.000110	0.000077	0.000912
오후 1:49:51.689 	0.000049	0.000007	0.000912
오후 1:49:51.689 	0.000019	-0.000015	0.000912
오후 1:49:51.692 	0.000141	0.000096	0.000912
오후 1:49:51.692 	0.000169	0.000106	0.000912
오후 1:49:51.721 	0.000164	0.000107	0.000912
오후 1:49:51.721 	0.000168	0.000105	0.000912
오후 1:49:51.724 	0.000169	0.000103	0.000912
오후 1:49:51.724 	0.000186	0.000118	0.000912
오후 1:49:51.727 	0.000224	0.000166	0.000912
오후 1:49:51.727 	0.000252	0.000167	0.000912
오후 1:49:51.729 	0.000258	0.000186	0.000912
오후 1:49:51.729 	0.000274	0.000207	0.000912
오후 1:49:51.759 	0.000308	0.000248	0.000912
오후 1:49:51.759 	0.000314	0.000245	0.000912
오후 1:49:51.762 	0.000311	0.000228	0.000912
오후 1:49:51.762 	0.000276	0.000218	0.000912
오후 1:49:51.765 	0.000301	0.000234	0.000912
오후 1:49:51.765 	0.000281	0.000216	0.000912
오후 1:49:51.768 	0.000271	0.000224	0.000912
오후 1:49:51.768 	0.000257	0.000207	0.000912
오후 1:49:51.800 	0.000277	0.000220	0.000912
오후 1:49:51.800 	0.000249	0.000193	0.000912
오후 1:49:51.804 	0.000215	0.000164	0.000912
오후 1:49:51.804 	0.000200	0.000161	0.000912
오후 1:49:51.808 	0.000211	0.000166	0.000912
오후 1:49:51.808 	0.000191	0.000148	0.000912
오후 1:49:51.833 	0.000184	0.000142	0.000912
오후 1:49:51.833 	0.000193	0.000144	0.000912
오후 1:49:51.837 	0.000175	0.000143	0.000912
오후 1:49:51.837 	0.000164	0.000122	0.000912
오후 1:49:51.839 	0.000151	0.000112	0.000912
오후 1:49:51.839 	0.000139	0.000098	0.000912
오후 1:49:51.843 	0.000127	0.000093	0.000912
오후 1:49:51.843 	0.000136	0.000107	0.000912
오후 1:49:51.874 	0.000140	0.000113	0.000912
오후 1:49:51.874 	0.000102	0.000078	0.000912
오후 1:49:51.879 	0.000094	0.000073	0.000912
오후 1:49:51.879 	0.000084	0.000057	0.000912
오후 1:49:51.881 	0.000096	0.000071	0.000912
오후 1:49:51.881 	0.000072	0.000051	0.000912
오후 1:49:51.883 	0.000075	0.000062	0.000912
오후 1:49:51.883 	0.000064	0.000052	0.000912
오후 1:49:51.906 	0.000069	0.000069	0.000912
오후 1:49:51.906 	0.000081	0.000067	0.000912
오후 1:49:51.907 	0.000038	0.000022	0.000912
오후 1:49:51.907 	0.000034	0.000013	0.000912
오후 1:49:51.909 	0.000064	0.000039	0.000912
오후 1:49:51.909 	0.000047	0.000035	0.000912
오후 1:49:51.912 	0.000063	0.000050	0.000912
오후 1:49:51.912 	0.000038	0.000017	0.000912
오후 1:49:51.914 	0.000046	0.000025	0.000912
오후 1:49:51.914 	0.000046	0.000036	0.000912
오후 1:49:51.938 	0.000024	0.000022	0.000912
오후 1:49:51.938 	0.000024	0.000018	0.000912
오후 1:49:51.941 	0.000069	0.000070	0.000912
오후 1:49:51.941 	0.000058	0.000051	0.000912
오후 1:49:51.944 	0.000008	-0.000003	0.000912
오후 1:49:51.944 	0.000022	0.000025	0.000912
오후 1:49:51.946 	0.000020	0.000030	0.000912
오후 1:49:51.946 	0.000005	0.000013	0.000912
오후 1:49:51.975 	0.000046	0.000049	0.000912
오후 1:49:51.975 	0.000023	0.000025	0.000912
오후 1:49:51.977 	0.000013	0.000008	0.000912
오후 1:49:51.977 	0.000030	0.000043	0.000912
오후 1:49:51.980 	0.000000	-0.000001	0.000912
오후 1:49:51.980 	-0.000002	0.000007	0.000912
오후 1:49:52.041 	0.000005	0.000008	0.000912
오후 1:49:52.041 	-0.000005	0.000006	0.000912
오후 1:49:52.049 	0.000024	0.000028	0.000912
오후 1:49:52.049 	0.000014	0.000011	0.000912
오후 1:49:52.091 	0.000016	0.000012	0.000912
오후 1:49:52.091 	0.000025	0.000020	0.000912
오후 1:49:52.093 	0.000027	0.000020	0.000912
오후 1:49:52.093 	-0.000006	-0.000012	0.000912
오후 1:49:52.095 	0.000020	0.000021	0.000912
오후 1:49:52.095 	0.000008	0.000012	0.000912
오후 1:49:52.098 	0.000020	0.000028	0.000912
오후 1:49:52.098 	0.000036	0.000034	0.000912
오후 1:49:52.100 	0.000007	0.000002	0.000912
오후 1:49:52.100 	0.000023	0.000017	0.000912
오후 1:49:52.124 	0.000033	0.000029	0.000912
오후 1:49:52.124 	0.000016	0.000018	0.000912
오후 1:49:52.126 	-0.000013	-0.000012	0.000912
오후 1:49:52.126 	-0.000003	0.000002	0.000912
오후 1:49:52.128 	0.000018	0.000033	0.000912
오후 1:49:52.128 	0.000018	0.000013	0.000912
오후 1:49:52.130 	0.000005	0.000000	0.000912
오후 1:49:52.130 	-0.000013	-0.000007	0.000912
오후 1:49:52.133 	0.000017	0.000005	0.000912
오후 1:49:52.133 	-0.000010	-0.000013	0.000912
오후 1:49:52.155 	0.000026	0.000011	0.000912
오후 1:49:52.155 	0.000025	0.000008	0.000912
오후 1:49:52.158 	0.000026	0.000006	0.000912
오후 1:49:52.158 	0.000027	0.000019	0.000912
오후 1:49:52.160 	0.000033	0.000014	0.000912
오후 1:49:52.160 	0.000022	0.000001	0.000912
오후 1:49:52.163 	0.000038	0.000017	0.000912
오후 1:49:52.163 	0.000032	0.000010	0.000912
오후 1:49:52.188 	0.000026	-0.000005	0.000912
오후 1:49:52.188 	0.000029	-0.000005	0.000912
오후 1:49:52.190 	0.000030	0.000007	0.000912
오후 1:49:52.190 	0.000067	0.000038	0.000912
오후 1:49:52.193 	0.000057	0.000036	0.000912
오후 1:49:52.193 	0.000004	-0.000018	0.000912
오후 1:49:52.195 	0.000015	-0.000025	0.000912
오후 1:49:52.195 	0.000036	0.000004	0.000912
오후 1:49:52.197 	0.000020	-0.000014	0.000912
오후 1:49:52.197 	0.000014	-0.000016	0.000912
오후 1:49:52.221 	-0.000013	-0.000033	0.000912
오후 1:49:52.221 	0.000000	-0.000025	0.000912
오후 1:49:52.224 	0.000004	-0.000024	0.000912
