Time	EEG_Fp1	EEG_Fp2	PPG
오후 1:49:29.730 	0.000067	0.000056	0.000912
오후 1:49:29.733 	0.000065	0.000054	0.000912
오후 1:49:29.733 	0.000036	0.000033	0.000912
오후 1:49:29.755 	0.000036	0.000029	0.000912
오후 1:49:29.755 	0.000054	0.000041	0.000912
오후 1:49:29.759 	0.000076	0.000057	0.000912
오후 1:49:29.759 	0.000064	0.000038	0.000912
오후 1:49:29.763 	0.000038	0.000016	0.000912
오후 1:49:29.763 	0.000075	0.000049	0.000912
오후 1:49:29.772 	0.000090	0.000062	0.000912
오후 1:49:29.772 	0.000078	0.000057	0.000912
오후 1:49:29.802 	0.000055	0.000027	0.000912
오후 1:49:29.802 	0.000083	0.000057	0.000912
오후 1:49:29.804 	0.000068	0.000055	0.000912
오후 1:49:29.804 	0.000050	0.000042	0.000912
오후 1:49:29.807 	0.000053	0.000044	0.000912
오후 1:49:29.807 	0.000054	0.000039	0.000912
오후 1:49:29.809 	0.000066	0.000054	0.000912
오후 1:49:29.809 	0.000076	0.000063	0.000912
오후 1:49:29.831 	0.000056	0.000035	0.000912
오후 1:49:29.831 	0.000045	0.000034	0.000912
오후 1:49:29.833 	0.000051	0.000030	0.000912
오후 1:49:29.833 	0.000075	0.000062	0.000912
오후 1:49:29.835 	0.000042	0.000026	0.000912
오후 1:49:29.835 	0.000046	0.000033	0.000912
오후 1:49:29.837 	0.000058	0.000035	0.000912
오후 1:49:29.837 	0.000085	0.000052	0.000912
오후 1:49:29.840 	0.000095	0.000049	0.000912
오후 1:49:29.840 	0.000074	0.000036	0.000912
오후 1:49:29.863 	0.000091	0.000054	0.000912
오후 1:49:29.863 	0.000107	0.000063	0.000912
오후 1:49:29.865 	0.000086	0.000049	0.000912
오후 1:49:29.865 	0.000076	0.000031	0.000912
오후 1:49:29.867 	0.000066	0.000031	0.000912
오후 1:49:29.867 	0.000075	0.000035	0.000912
오후 1:49:29.869 	0.000084	0.000047	0.000912
오후 1:49:29.869 	0.000069	0.000034	0.000912
오후 1:49:29.873 	0.000070	0.000051	0.000912
오후 1:49:29.873 	0.000040	0.000022	0.000912
오후 1:49:29.899 	0.000049	0.000031	0.000912
오후 1:49:29.899 	0.000047	0.000030	0.000912
오후 1:49:29.907 	0.000059	0.000044	0.000912
오후 1:49:29.907 	0.000063	0.000037	0.000912
오후 1:49:29.929 	0.000075	0.000035	0.000912
오후 1:49:29.929 	0.000060	0.000024	0.000912
오후 1:49:29.933 	0.000079	0.000052	0.000912
오후 1:49:29.933 	0.000083	0.000042	0.000912
오후 1:49:29.936 	0.000076	0.000051	0.000912
오후 1:49:29.936 	0.000125	0.000089	0.000912
오후 1:49:29.939 	0.000061	0.000037	0.000912
오후 1:49:29.939 	0.000074	0.000047	0.000912
오후 1:49:29.959 	0.000084	0.000063	0.000912
오후 1:49:29.959 	0.000050	0.000038	0.000912
오후 1:49:29.962 	0.000004	-0.000008	0.000912
오후 1:49:29.962 	0.000090	0.000070	0.000912
오후 1:49:29.964 	0.000086	0.000072	0.000912
오후 1:49:29.964 	0.000090	0.000076	0.000912
오후 1:49:29.966 	0.000042	0.000025	0.000912
오후 1:49:29.966 	0.000066	0.000043	0.000912
오후 1:49:29.968 	0.000071	0.000046	0.000912
오후 1:49:29.968 	0.000076	0.000058	0.000912
오후 1:49:29.990 	0.000071	0.000042	0.000912
오후 1:49:29.990 	0.000047	0.000013	0.000912
오후 1:49:29.996 	0.000055	0.000032	0.000912
오후 1:49:29.996 	0.000106	0.000080	0.000912
오후 1:49:29.999 	0.000088	0.000075	0.000912
오후 1:49:29.999 	0.000099	0.000069	0.000912
오후 1:49:30.024 	0.000052	0.000028	0.000912
오후 1:49:30.024 	0.000058	0.000040	0.000912
오후 1:49:30.028 	0.000078	0.000055	0.000912
오후 1:49:30.028 	0.000087	0.000069	0.000912
오후 1:49:30.032 	0.000090	0.000075	0.000912
오후 1:49:30.032 	0.000091	0.000069	0.000912
오후 1:49:30.033 	0.000066	0.000029	0.000912
오후 1:49:30.033 	0.000109	0.000067	0.000912
오후 1:49:30.074 	0.000116	0.000057	0.000912
오후 1:49:30.074 	0.000123	0.000073	0.000912
오후 1:49:30.077 	0.000102	0.000066	0.000912
오후 1:49:30.077 	0.000108	0.000061	0.000912
오후 1:49:30.080 	0.000088	0.000026	0.000912
오후 1:49:30.080 	0.000142	0.000074	0.000912
오후 1:49:30.082 	0.000122	0.000068	0.000912
오후 1:49:30.082 	0.000104	0.000048	0.000912
오후 1:49:30.085 	0.000111	0.000057	0.000912
오후 1:49:30.085 	0.000118	0.000072	0.000912
오후 1:49:30.123 	0.000122	0.000068	0.000912
오후 1:49:30.123 	0.000124	0.000062	0.000912
오후 1:49:30.124 	0.000112	0.000053	0.000912
오후 1:49:30.124 	0.000109	0.000055	0.000912
오후 1:49:30.127 	0.000118	0.000077	0.000912
오후 1:49:30.127 	0.000091	0.000057	0.000912
오후 1:49:30.129 	0.000099	0.000061	0.000912
오후 1:49:30.129 	0.000096	0.000055	0.000912
오후 1:49:30.132 	0.000114	0.000073	0.000912
오후 1:49:30.132 	0.000118	0.000079	0.000912
오후 1:49:30.183 	0.000097	0.000052	0.000912
오후 1:49:30.183 	0.000095	0.000046	0.000912
오후 1:49:30.186 	0.000101	0.000056	0.000912
오후 1:49:30.186 	0.000108	0.000072	0.000912
오후 1:49:30.189 	0.000103	0.000065	0.000912
오후 1:49:30.189 	0.000090	0.000063	0.000912
오후 1:49:30.191 	0.000086	0.000059	0.000912
오후 1:49:30.191 	0.000098	0.000069	0.000912
오후 1:49:30.234 	0.000116	0.000087	0.000912
오후 1:49:30.234 	0.000090	0.000059	0.000912
오후 1:49:30.236 	0.000110	0.000076	0.000912
오후 1:49:30.236 	0.000123	0.000076	0.000912
오후 1:49:30.239 	0.000102	0.000053	0.000912
오후 1:49:30.239 	0.000117	0.000072	0.000912
오후 1:49:30.242 	0.000113	0.000073	0.000912
오후 1:49:30.242 	0.000131	0.000097	0.000912
오후 1:49:30.266 	0.000134	0.000105	0.000912
오후 1:49:30.266 	0.000099	0.000068	0.000912
오후 1:49:30.268 	0.000114	0.000086	0.000912
오후 1:49:30.268 	0.000132	0.000089	0.000912
오후 1:49:30.271 	0.000149	0.000097	0.000912
오후 1:49:30.271 	0.000118	0.000090	0.000912
오후 1:49:30.274 	0.000117	0.000088	0.000912
오후 1:49:30.274 	0.000122	0.000087	0.000912
오후 1:49:30.277 	0.000131	0.000099	0.000912
오후 1:49:30.277 	0.000133	0.000087	0.000912
오후 1:49:30.298 	0.000097	0.000066	0.000912
오후 1:49:30.298 	0.000097	0.000076	0.000912
오후 1:49:30.301 	0.000131	0.000101	0.000912
오후 1:49:30.301 	0.000104	0.000075	0.000912
오후 1:49:30.303 	0.000102	0.000068	0.000912
오후 1:49:30.303 	0.000144	0.000098	0.000912
오후 1:49:30.305 	0.000154	0.000106	0.000912
오후 1:49:30.305 	0.000125	0.000097	0.000912
오후 1:49:30.308 	0.000094	0.000070	0.000912
오후 1:49:30.308 	0.000060	0.000043	0.000912
오후 1:49:30.330 	0.000091	0.000065	0.000912
오후 1:49:30.330 	0.000112	0.000096	0.000912
오후 1:49:30.333 	0.000166	0.000131	0.000912
오후 1:49:30.333 	0.000105	0.000079	0.000912
오후 1:49:30.336 	0.000067	0.000044	0.000912
오후 1:49:30.336 	0.000081	0.000063	0.000912
오후 1:49:30.338 	0.000093	0.000065	0.000912
오후 1:49:30.338 	0.000091	0.000060	0.000912
오후 1:49:30.348 	0.000077	0.000056	0.000912
오후 1:49:30.348 	0.000080	0.000064	0.000912
오후 1:49:30.386 	0.000073	0.000051	0.000912
오후 1:49:30.386 	0.000091	0.000063	0.000912
오후 1:49:30.388 	0.000088	0.000061	0.000912
오후 1:49:30.388 	0.000108	0.000077	0.000913
오후 1:49:30.390 	0.000082	0.000049	0.000912
오후 1:49:30.390 	0.000096	0.000070	0.000912
오후 1:49:30.393 	0.000095	0.000070	0.000912
오후 1:49:30.393 	0.000097	0.000059	0.000912
오후 1:49:30.396 	0.000114	0.000084	0.000912
오후 1:49:30.396 	0.000061	0.000025	0.000912
오후 1:49:30.416 	0.000046	0.000012	0.000912
오후 1:49:30.416 	0.000130	0.000098	0.000912
오후 1:49:30.418 	0.000082	0.000037	0.000912
오후 1:49:30.418 	0.000093	0.000056	0.000912
오후 1:49:30.421 	0.000103	0.000064	0.000912
오후 1:49:30.421 	0.000087	0.000056	0.000912
오후 1:49:30.424 	0.000104	0.000076	0.000912
오후 1:49:30.424 	0.000123	0.000078	0.000912
오후 1:49:30.428 	0.000131	0.000070	0.000912
오후 1:49:30.428 	0.000143	0.000079	0.000912
오후 1:49:30.449 	0.000181	0.000112	0.000912
오후 1:49:30.449 	0.000173	0.000116	0.000912
오후 1:49:30.452 	0.000213	0.000140	0.000912
오후 1:49:30.452 	0.000208	0.000122	0.000912
오후 1:49:30.455 	0.000216	0.000137	0.000912
오후 1:49:30.455 	0.000225	0.000160	0.000912
오후 1:49:30.457 	0.000176	0.000112	0.000912
오후 1:49:30.457 	0.000145	0.000098	0.000912
오후 1:49:30.467 	0.000167	0.000116	0.000912
오후 1:49:30.467 	0.000184	0.000137	0.000912
오후 1:49:30.540 	0.000185	0.000136	0.000912
오후 1:49:30.540 	0.000162	0.000120	0.000912
오후 1:49:30.543 	0.000172	0.000123	0.000912
오후 1:49:30.543 	0.000175	0.000138	0.000912
오후 1:49:30.545 	0.000187	0.000148	0.000912
오후 1:49:30.545 	0.000162	0.000130	0.000912
오후 1:49:30.603 	0.000137	0.000106	0.000912
오후 1:49:30.603 	0.000148	0.000125	0.000912
오후 1:49:30.653 	0.000143	0.000124	0.000912
오후 1:49:30.653 	0.000122	0.000095	0.000912
오후 1:49:30.656 	0.000120	0.000089	0.000912
오후 1:49:30.656 	0.000118	0.000086	0.000912
오후 1:49:30.658 	0.000131	0.000100	0.000912
오후 1:49:30.658 	0.000111	0.000073	0.000912
오후 1:49:30.707 	0.000106	0.000071	0.000912
오후 1:49:30.707 	0.000128	0.000097	0.000912
오후 1:49:30.710 	0.000153	0.000106	0.000912
오후 1:49:30.710 	0.000154	0.000101	0.000912
오후 1:49:30.713 	0.000122	0.000078	0.000912
오후 1:49:30.713 	0.000110	0.000085	0.000912
오후 1:49:30.715 	0.000124	0.000100	0.000912
오후 1:49:30.715 	0.000130	0.000092	0.000912
오후 1:49:30.725 	0.000104	0.000080	0.000912
오후 1:49:30.725 	0.000096	0.000071	0.000912
오후 1:49:30.777 	0.000114	0.000093	0.000912
오후 1:49:30.777 	0.000115	0.000089	0.000912
오후 1:49:30.780 	0.000101	0.000084	0.000912
오후 1:49:30.780 	0.000100	0.000073	0.000912
오후 1:49:30.784 	0.000120	0.000088	0.000912
오후 1:49:30.784 	0.000124	0.000088	0.000912
오후 1:49:30.786 	0.000106	0.000077	0.000912
오후 1:49:30.786 	0.000108	0.000070	0.000912
오후 1:49:30.818 	0.000127	0.000081	0.000912
오후 1:49:30.818 	0.000118	0.000076	0.000912
오후 1:49:30.820 	0.000106	0.000063	0.000912
오후 1:49:30.820 	0.000091	0.000066	0.000912
오후 1:49:30.823 	0.000092	0.000074	0.000912
오후 1:49:30.823 	0.000112	0.000071	0.000912
오후 1:49:30.826 	0.000110	0.000077	0.000912
오후 1:49:30.826 	0.000104	0.000070	0.000912
오후 1:49:30.850 	0.000097	0.000068	0.000912
오후 1:49:30.850 	0.000096	0.000072	0.000912
오후 1:49:30.853 	0.000106	0.000071	0.000912
오후 1:49:30.853 	0.000089	0.000061	0.000912
오후 1:49:30.855 	0.000077	0.000051	0.000912
오후 1:49:30.855 	0.000088	0.000056	0.000912
오후 1:49:30.859 	0.000093	0.000063	0.000912
오후 1:49:30.859 	0.000089	0.000068	0.000912
오후 1:49:30.882 	0.000070	0.000046	0.000912
오후 1:49:30.882 	0.000085	0.000054	0.000912
오후 1:49:30.884 	0.000087	0.000063	0.000912
오후 1:49:30.884 	0.000083	0.000059	0.000912
오후 1:49:30.887 	0.000078	0.000050	0.000912
오후 1:49:30.887 	0.000092	0.000062	0.000912
오후 1:49:30.890 	0.000097	0.000069	0.000912
오후 1:49:30.890 	0.000075	0.000054	0.000912
오후 1:49:30.900 	0.000086	0.000063	0.000912
오후 1:49:30.900 	0.000095	0.000046	0.000912
오후 1:49:30.939 	0.000111	0.000075	0.000912
오후 1:49:30.939 	0.000111	0.000067	0.000912
오후 1:49:30.942 	0.000094	0.000055	0.000912
오후 1:49:30.942 	0.000081	0.000048	0.000912
오후 1:49:30.946 	0.000094	0.000066	0.000912
오후 1:49:30.946 	0.000092	0.000061	0.000912
오후 1:49:30.955 	0.000063	0.000049	0.000912
오후 1:49:30.955 	0.000063	0.000045	0.000912
오후 1:49:30.978 	0.000076	0.000065	0.000912
오후 1:49:30.978 	0.000084	0.000064	0.000912
오후 1:49:30.982 	0.000070	0.000052	0.000912
오후 1:49:30.982 	0.000074	0.000050	0.000912
오후 1:49:30.985 	0.000071	0.000060	0.000912
오후 1:49:30.985 	0.000058	0.000048	0.000912
오후 1:49:30.986 	0.000077	0.000055	0.000912
오후 1:49:30.986 	0.000063	0.000042	0.000912
오후 1:49:31.005 	0.000085	0.000055	0.000912
오후 1:49:31.005 	0.000093	0.000054	0.000912
오후 1:49:31.008 	0.000110	0.000073	0.000912
오후 1:49:31.008 	0.000087	0.000057	0.000912
오후 1:49:31.010 	0.000076	0.000042	0.000912
오후 1:49:31.010 	0.000080	0.000048	0.000912
오후 1:49:31.014 	0.000098	0.000072	0.000912
오후 1:49:31.014 	0.000068	0.000036	0.000912
오후 1:49:31.034 	0.000048	0.000025	0.000912
오후 1:49:31.034 	0.000085	0.000054	0.000912
오후 1:49:31.036 	0.000059	0.000050	0.000912
오후 1:49:31.036 	0.000059	0.000057	0.000912
오후 1:49:31.038 	0.000054	0.000042	0.000912
오후 1:49:31.038 	0.000072	0.000053	0.000912
오후 1:49:31.041 	0.000092	0.000071	0.000912
오후 1:49:31.041 	0.000073	0.000061	0.000912
오후 1:49:31.054 	0.000038	0.000034	0.000912
오후 1:49:31.054 	0.000054	0.000047	0.000912
오후 1:49:31.072 	0.000062	0.000063	0.000912
오후 1:49:31.072 	0.000057	0.000045	0.000912
오후 1:49:31.094 	0.000083	0.000063	0.000912
오후 1:49:31.094 	0.000051	0.000031	0.000912
오후 1:49:31.127 	0.000076	0.000052	0.000912
오후 1:49:31.127 	0.000083	0.000055	0.000912
오후 1:49:31.130 	0.000068	0.000047	0.000912
오후 1:49:31.130 	0.000062	0.000051	0.000912
오후 1:49:31.133 	0.000081	0.000066	0.000912
오후 1:49:31.133 	0.000072	0.000048	0.000912
오후 1:49:31.136 	0.000103	0.000070	0.000912
오후 1:49:31.136 	0.000046	0.000034	0.000912
오후 1:49:31.157 	0.000048	0.000035	0.000912
오후 1:49:31.157 	0.000074	0.000061	0.000912
오후 1:49:31.159 	0.000064	0.000050	0.000912
오후 1:49:31.159 	0.000044	0.000034	0.000912
오후 1:49:31.163 	0.000052	0.000036	0.000912
오후 1:49:31.163 	0.000063	0.000039	0.000912
오후 1:49:31.165 	0.000058	0.000055	0.000912
오후 1:49:31.165 	0.000031	0.000029	0.000912
오후 1:49:31.188 	0.000033	0.000029	0.000912
오후 1:49:31.188 	0.000054	0.000046	0.000912
오후 1:49:31.190 	0.000063	0.000051	0.000912
오후 1:49:31.190 	0.000047	0.000039	0.000912
오후 1:49:31.192 	0.000038	0.000037	0.000912
오후 1:49:31.192 	0.000066	0.000069	0.000912
오후 1:49:31.195 	0.000052	0.000045	0.000912
오후 1:49:31.195 	0.000045	0.000040	0.000912
오후 1:49:31.198 	0.000059	0.000034	0.000912
오후 1:49:31.198 	0.000048	0.000035	0.000912
오후 1:49:31.219 	0.000083	0.000060	0.000912
오후 1:49:31.219 	0.000080	0.000056	0.000912
오후 1:49:31.221 	0.000077	0.000050	0.000912
오후 1:49:31.221 	0.000066	0.000042	0.000912
오후 1:49:31.224 	0.000086	0.000055	0.000912
오후 1:49:31.224 	0.000080	0.000059	0.000912
오후 1:49:31.227 	0.000076	0.000042	0.000912
오후 1:49:31.227 	0.000062	0.000033	0.000912
오후 1:49:31.253 	0.000071	0.000046	0.000912
오후 1:49:31.253 	0.000075	0.000044	0.000912
오후 1:49:31.256 	0.000073	0.000046	0.000912
오후 1:49:31.256 	0.000059	0.000034	0.000912
오후 1:49:31.258 	0.000056	0.000051	0.000912
오후 1:49:31.258 	0.000071	0.000064	0.000912
오후 1:49:31.263 	0.000061	0.000041	0.000912
오후 1:49:31.263 	0.000072	0.000046	0.000913
오후 1:49:31.284 	0.000059	0.000035	0.000912
오후 1:49:31.284 	0.000059	0.000045	0.000913
오후 1:49:31.286 	0.000053	0.000030	0.000913
오후 1:49:31.286 	0.000064	0.000030	0.000913
오후 1:49:31.289 	0.000069	0.000032	0.000913
오후 1:49:31.289 	0.000071	0.000038	0.000913
오후 1:49:31.293 	0.000087	0.000050	0.000913
오후 1:49:31.293 	0.000051	0.000024	0.000913
오후 1:49:31.313 	0.000051	0.000030	0.000913
오후 1:49:31.313 	0.000066	0.000042	0.000913
오후 1:49:31.316 	0.000081	0.000060	0.000913
오후 1:49:31.316 	0.000069	0.000047	0.000913
오후 1:49:31.318 	0.000051	0.000030	0.000913
오후 1:49:31.318 	0.000034	0.000023	0.000913
오후 1:49:31.321 	0.000067	0.000042	0.000913
오후 1:49:31.321 	0.000094	0.000059	0.000913
오후 1:49:31.346 	0.000063	0.000028	0.000913
오후 1:49:31.346 	0.000068	0.000045	0.000913
오후 1:49:31.351 	0.000096	0.000063	0.000913
오후 1:49:31.351 	0.000128	0.000086	0.000913
오후 1:49:31.355 	0.000110	0.000062	0.000913
오후 1:49:31.355 	0.000138	0.000097	0.000913
오후 1:49:31.381 	0.000162	0.000104	0.000913
오후 1:49:31.381 	0.000190	0.000133	0.000913
오후 1:49:31.383 	0.000181	0.000119	0.000913
오후 1:49:31.383 	0.000186	0.000124	0.000913
오후 1:49:31.385 	0.000216	0.000156	0.000913
오후 1:49:31.385 	0.000236	0.000163	0.000913
오후 1:49:31.388 	0.000261	0.000174	0.000913
오후 1:49:31.388 	0.000273	0.000186	0.000913
오후 1:49:31.404 	0.000270	0.000170	0.000913
오후 1:49:31.404 	0.000304	0.000206	0.000913
오후 1:49:31.439 	0.000288	0.000194	0.000913
오후 1:49:31.439 	0.000272	0.000182	0.000913
오후 1:49:31.443 	0.000287	0.000181	0.000913
오후 1:49:31.443 	0.000271	0.000170	0.000913
오후 1:49:31.449 	0.000258	0.000156	0.000913
오후 1:49:31.449 	0.000224	0.000138	0.000913
오후 1:49:31.474 	0.000234	0.000162	0.000913
오후 1:49:31.474 	0.000226	0.000150	0.000913
오후 1:49:31.479 	0.000214	0.000134	0.000913
오후 1:49:31.479 	0.000193	0.000111	0.000913
오후 1:49:31.482 	0.000164	0.000101	0.000913
오후 1:49:31.482 	0.000164	0.000106	0.000913
오후 1:49:31.490 	0.000186	0.000110	0.000913
오후 1:49:31.490 	0.000150	0.000085	0.000913
오후 1:49:31.518 	0.000131	0.000072	0.000913
오후 1:49:31.518 	0.000142	0.000082	0.000913
오후 1:49:31.520 	0.000137	0.000080	0.000913
오후 1:49:31.520 	0.000131	0.000076	0.000913
오후 1:49:31.523 	0.000116	0.000065	0.000913
오후 1:49:31.523 	0.000104	0.000056	0.000913
오후 1:49:31.525 	0.000124	0.000092	0.000913
오후 1:49:31.525 	0.000121	0.000074	0.000913
오후 1:49:31.536 	0.000081	0.000041	0.000913
오후 1:49:31.536 	0.000089	0.000050	0.000913
오후 1:49:31.586 	0.000113	0.000082	0.000913
오후 1:49:31.586 	0.000115	0.000078	0.000913
오후 1:49:31.589 	0.000089	0.000051	0.000913
오후 1:49:31.589 	0.000082	0.000046	0.000913
오후 1:49:31.592 	0.000081	0.000053	0.000913
오후 1:49:31.592 	0.000100	0.000075	0.000913
오후 1:49:31.594 	0.000081	0.000055	0.000914
오후 1:49:31.594 	0.000055	0.000036	0.000914
오후 1:49:31.618 	0.000074	0.000052	0.000913
오후 1:49:31.618 	0.000055	0.000045	0.000914
오후 1:49:31.620 	0.000059	0.000042	0.000913
오후 1:49:31.620 	0.000027	0.000012	0.000914
오후 1:49:31.623 	0.000034	0.000014	0.000913
오후 1:49:31.623 	0.000056	0.000034	0.000913
오후 1:49:31.626 	0.000053	0.000051	0.000913
오후 1:49:31.626 	0.000024	0.000017	0.000913
오후 1:49:31.655 	0.000026	0.000024	0.000913
오후 1:49:31.655 	0.000022	0.000021	0.000914
오후 1:49:31.659 	0.000026	0.000030	0.000913
오후 1:49:31.659 	0.000008	0.000015	0.000913
오후 1:49:31.665 	-0.000000	0.000017	0.000913
오후 1:49:31.665 	0.000031	0.000041	0.000913
오후 1:49:31.696 	0.000039	0.000042	0.000913
오후 1:49:31.696 	0.000035	0.000029	0.000913
오후 1:49:31.699 	0.000041	0.000030	0.000913
오후 1:49:31.699 	0.000062	0.000049	0.000913
오후 1:49:31.703 	0.000044	0.000036	0.000914
오후 1:49:31.703 	0.000043	0.000027	0.000913
오후 1:49:31.704 	0.000052	0.000027	0.000914
오후 1:49:31.704 	0.000062	0.000045	0.000913
오후 1:49:31.727 	0.000038	0.000029	0.000914
오후 1:49:31.727 	0.000051	0.000034	0.000913
오후 1:49:31.729 	0.000026	0.000017	0.000914
오후 1:49:31.729 	0.000017	0.000021	0.000913
오후 1:49:31.732 	0.000050	0.000042	0.000914
오후 1:49:31.732 	0.000032	0.000028	0.000913
오후 1:49:31.734 	0.000030	0.000016	0.000914
오후 1:49:31.734 	0.000029	0.000032	0.000913
오후 1:49:31.737 	0.000025	0.000037	0.000913
오후 1:49:31.737 	0.000038	0.000035	0.000913
오후 1:49:31.771 	0.000039	0.000027	0.000913
오후 1:49:31.771 	0.000019	0.000005	0.000913
오후 1:49:31.775 	0.000026	0.000007	0.000913
오후 1:49:31.775 	0.000049	0.000034	0.000913
오후 1:49:31.778 	0.000057	0.000025	0.000913
오후 1:49:31.778 	0.000001	-0.000017	0.000913
오후 1:49:31.781 	0.000045	0.000022	0.000913
오후 1:49:31.781 	0.000056	0.000027	0.000913
오후 1:49:31.819 	0.000038	0.000012	0.000913
오후 1:49:31.819 	0.000015	0.000001	0.000913
오후 1:49:31.821 	0.000029	0.000014	0.000913
오후 1:49:31.821 	0.000040	0.000016	0.000913
오후 1:49:31.823 	0.000026	0.000015	0.000913
오후 1:49:31.823 	0.000019	0.000004	0.000913
오후 1:49:31.825 	-0.000007	-0.000008	0.000913
오후 1:49:31.825 	0.000027	0.000018	0.000913
오후 1:49:31.827 	0.000020	0.000008	0.000913
오후 1:49:31.827 	0.000016	0.000008	0.000913
오후 1:49:31.851 	0.000007	-0.000004	0.000913
오후 1:49:31.851 	0.000025	0.000002	0.000913
오후 1:49:31.853 	0.000030	0.000011	0.000913
오후 1:49:31.853 	0.000029	0.000000	0.000913
오후 1:49:31.855 	0.000006	-0.000008	0.000913
오후 1:49:31.855 	0.000001	-0.000012	0.000913
오후 1:49:31.858 	0.000031	0.000017	0.000913
오후 1:49:31.858 	0.000031	0.000013	0.000913
오후 1:49:31.860 	0.000006	-0.000007	0.000913
오후 1:49:31.860 	0.000004	-0.000004	0.000913
오후 1:49:31.888 	0.000042	0.000018	0.000913
오후 1:49:31.888 	0.000038	0.000015	0.000913
오후 1:49:31.954 	0.000016	-0.000004	0.000913
오후 1:49:31.954 	0.000003	-0.000006	0.000913
오후 1:49:31.958 	0.000010	-0.000008	0.000913
오후 1:49:31.958 	0.000021	-0.000002	0.000913
오후 1:49:31.961 	0.000017	0.000005	0.000913
오후 1:49:31.961 	0.000002	-0.000021	0.000913
오후 1:49:31.986 	0.000013	0.000001	0.000913
오후 1:49:31.986 	0.000038	0.000016	0.000913
오후 1:49:31.989 	0.000007	-0.000012	0.000913
오후 1:49:31.989 	0.000002	-0.000004	0.000913
오후 1:49:31.991 	-0.000002	-0.000004	0.000912
오후 1:49:31.991 	0.000008	0.000004	0.000913
오후 1:49:31.995 	0.000021	0.000017	0.000913
오후 1:49:31.995 	0.000014	0.000004	0.000913
오후 1:49:32.016 	-0.000000	-0.000004	0.000913
오후 1:49:32.016 	0.000026	0.000012	0.000913
오후 1:49:32.020 	0.000033	0.000018	0.000913
오후 1:49:32.020 	0.000012	-0.000019	0.000913
오후 1:49:32.023 	-0.000009	-0.000024	0.000912
오후 1:49:32.023 	0.000025	0.000019	0.000913
오후 1:49:32.025 	0.000034	0.000014	0.000913
오후 1:49:32.025 	0.000022	-0.000013	0.000913
오후 1:49:32.035 	0.000017	0.000008	0.000913
오후 1:49:32.035 	-0.000001	0.000011	0.000913
오후 1:49:32.074 	-0.000001	0.000004	0.000913
오후 1:49:32.074 	0.000002	-0.000005	0.000913
오후 1:49:32.077 	-0.000000	-0.000007	0.000913
오후 1:49:32.077 	0.000023	0.000015	0.000912
오후 1:49:32.080 	0.000021	0.000010	0.000913
오후 1:49:32.080 	0.000003	-0.000014	0.000912
오후 1:49:32.081 	0.000022	0.000012	0.000913
오후 1:49:32.081 	-0.000001	-0.000006	0.000912
오후 1:49:32.084 	0.000028	0.000016	0.000913
오후 1:49:32.084 	0.000038	0.000007	0.000913
오후 1:49:32.105 	0.000023	-0.000012	0.000913
오후 1:49:32.105 	0.000016	-0.000002	0.000913
오후 1:49:32.108 	0.000030	0.000013	0.000913
오후 1:49:32.108 	0.000038	0.000032	0.000913
오후 1:49:32.110 	0.000025	0.000013	0.000912
오후 1:49:32.110 	0.000006	-0.000001	0.000912
오후 1:49:32.113 	0.000012	0.000000	0.000912
오후 1:49:32.113 	0.000029	0.000021	0.000912
오후 1:49:32.115 	0.000020	-0.000007	0.000912
오후 1:49:32.115 	0.000020	0.000009	0.000912
오후 1:49:32.154 	0.000056	0.000030	0.000912
오후 1:49:32.154 	0.000034	0.000023	0.000912
오후 1:49:32.156 	0.000041	0.000024	0.000912
오후 1:49:32.156 	0.000029	0.000004	0.000912
오후 1:49:32.158 	0.000038	0.000010	0.000912
오후 1:49:32.158 	0.000035	0.000017	0.000912
오후 1:49:32.161 	0.000047	0.000024	0.000912
오후 1:49:32.161 	0.000043	0.000010	0.000912
오후 1:49:32.164 	0.000057	0.000021	0.000912
오후 1:49:32.164 	0.000057	0.000021	0.000912
오후 1:49:32.201 	0.000068	0.000035	0.000912
오후 1:49:32.201 	0.000045	0.000022	0.000912
오후 1:49:32.203 	0.000044	0.000020	0.000912
오후 1:49:32.203 	0.000049	0.000019	0.000912
오후 1:49:32.205 	0.000058	0.000027	0.000912
오후 1:49:32.205 	0.000055	0.000028	0.000912
오후 1:49:32.208 	0.000043	0.000018	0.000912
오후 1:49:32.208 	0.000053	0.000020	0.000912
오후 1:49:32.218 	0.000062	0.000020	0.000912
오후 1:49:32.218 	0.000050	0.000024	0.000912
오후 1:49:32.258 	0.000038	0.000013	0.000912
오후 1:49:32.258 	0.000027	-0.000001	0.000912
오후 1:49:32.263 	0.000063	0.000034	0.000912
오후 1:49:32.263 	0.000061	0.000031	0.000912
오후 1:49:32.266 	0.000039	0.000013	0.000912
오후 1:49:32.266 	0.000038	0.000014	0.000912
오후 1:49:32.288 	0.000072	0.000038	0.000912
오후 1:49:32.288 	0.000082	0.000044	0.000912
오후 1:49:32.290 	0.000065	0.000012	0.000912
오후 1:49:32.290 	0.000047	0.000013	0.000912
오후 1:49:32.294 	0.000057	0.000023	0.000912
오후 1:49:32.294 	0.000086	0.000052	0.000912
오후 1:49:32.297 	0.000064	0.000016	0.000912
오후 1:49:32.297 	0.000059	0.000022	0.000912
오후 1:49:32.318 	0.000055	0.000014	0.000912
오후 1:49:32.318 	0.000064	0.000032	0.000912
오후 1:49:32.321 	0.000052	0.000023	0.000912
